NRS_TRIP_CODE,SAMPLE_DEPTH_M,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,QC_FLAG
NRSDAR20120114_23:35,WC,0,0,0.056,0.04,(null),0,0,0,0,0,0.317,0.007,0,0.02,0.007,0.017,0,0,0.031,0,0,0.013,0,0,0.156,0,0,0,0,0.069,0.069,0,0.854,0.854,0,0,0,0,(null),(null),0.066,0,1
NRSDAR20120730_01:30,WC,0.042,0,0.062,0.019,(null),0,0,0,0,0,0.188,0,0,0.021,0,0.035,0,0,0.022,0,0,0.013,0,0,0.124,0,0,0,0,0.092,0.092,0,0.838,0.838,0,0,0,0,(null),(null),0.053,0,0
NRSROT20111122,WC,0.017,0,0.024,0.004,(null),0,0,0.006,0,0.019,0.038,0,0,0.004,0.003,0.03,0,0,0.023,0,0,0.009,0,0,0.021,0,0,0,0,0.02,0.02,0.009,0.181,0.19,0,0,0,0,(null),(null),0.008,0,1
NRSNSI20110816,WC,0.009,0,0.017,0,(null),0.013,0,0,0,0.016,0.015,0,0,0,0,0.036,0,0,0.005,0,0,0,0,0,0.019,0,0,0,0,0.014,0.014,0.004,0.091,0.095,0,0,0,0,(null),(null),0.002,0,2
NRSNSI20120229,WC,0.019,0,0.019,0,(null),0.019,0,0.006,0,0.019,0.017,0.011,0,0.005,0.002,0.027,0,0,0.004,0,0,0,0,0,0.06,0.024,0,0,0,0.059,0.059,0.036,0.24,0.276,0,0,0,0,(null),(null),0.016,0,1
NRSYON20150224,WC,0.013,0,0.024,0,(null),0.013,0,0,0,0.011,0.035,0.002,0,0.007,0.005,0.035,0.009,0,0.011,0,0.002,0,0,0,0.146,0,0,0,0,0.026,0.026,0.037,0.649,0.686,0,0,0,0,(null),(null),0.069,0,0
NRSROT20150701,WC,0.045,0,0.056,0,(null),0.054,0,0.01,0,0.023,0.083,0.009,0,0.02,0.007,0.062,0.002,0,0.013,0,0,0.016,0,0,0.022,0,0,0,0,0.064,0.064,0.006,0.368,0.374,0,0,0,0,(null),(null),0.015,0,0
NRSPHB20150330,WC,0.017,0,0.024,0,(null),0.007,0,0.004,0,0.018,0.017,0.005,0,0.006,0.003,0.039,0.008,0,0.009,0,0,0.002,0,0,0.055,0.004,0,0,0.005,0.037,0.042,0.06,0.222,0.282,0,0,0,0,(null),(null),0.022,0,0
NRSMAI20150723,WC,0.043,0,0.079,0,(null),0.028,0,0,0,0.045,0.118,0.015,0,0.034,0.011,0.096,0,0,0.028,0,0,0.022,0,0,0.015,0,0,0,0,0.13,0.13,0,0.674,0.674,0,0,0,0,(null),(null),0.024,0,0
NRSROT20120221,WC,0.01,0,0.015,0.003,(null),0,0,0.006,0,0.01,0.023,0,0,0.003,0,0.02,0,0,0.005,0,0,0,0,0.005,0.051,0,0,0,0.003,0.027,0.03,0.027,0.134,0.161,0,0,0,0,(null),(null),0.012,0,1
NRSNSI20111013,WC,0.015,0,0.028,0,(null),0.014,0,0,0,0.024,0.051,0.003,0,0,0,0.03,0,0,0.006,0,0,0,0,0,0.024,0.006,0,0,0,0.043,0.043,0.01,0.207,0.217,0,0,0,0,(null),(null),0.009,0,1
NRSDAR20130617_08:00,WC,0.035,0,0.059,0.021,(null),0,0,0,0,0,0.151,0.01,0,0.03,0.007,0.032,0,0,0.019,0,0,0.011,0,0,0.129,0,0,0,0,0.092,0.092,0,0.75,0.75,0,0,0,0,(null),(null),0.067,0,0
NRSYON20100521,WC,0.024,0,0,0.005,(null),0.143,0,0,0,0.012,0.089,0,0,0,0,0.046,0,0,0.017,0,0,0,0,0,0.057,0,0,0,0,0.012,0.012,0,0.314,0.314,0,0,0,0,(null),(null),0.018,0,1
NRSYON20101101,WC,0,0,0.006,0,(null),0,0,0,0,0.009,0.012,0,0,0,0,0.02,0.007,0,0.008,0,0,0,0,0,0.086,0,0,0,0.011,0,0.011,0.052,0.087,0.139,0,0,0,0,(null),(null),0.014,0,1
NRSYON20110118,WC,0.026,0,0.042,0,(null),0.162,0,0.009,0,0.011,0.074,0,0,0.005,0.002,0.044,0,0,0.016,0,0,0,0,0,0.077,0,0,0,0.005,0.015,0.02,0.014,0.189,0.203,0,0,0,0,(null),(null),0.02,0,1
NRSYON20110217,WC,0.013,0,0.02,0,(null),0.02,0,0,0,0.007,0.055,0,0,0,0,0.025,0.005,0,0.009,0,0.003,0.003,0,0,0.188,0,0,0,0,0.014,0.014,0.016,0.605,0.621,0,0,0,0,(null),(null),0.066,0,1
NRSYON20110414,WC,0.039,0,0.044,0,(null),0.027,0,0,0,0.008,0.131,0.004,0,0.012,0.002,0.04,0,0,0.016,0,0,0.003,0,0,0.07,0,0,0,0,0.037,0.037,0,0.399,0.399,0,0,0,0,(null),(null),0.024,0,1
NRSYON20110811,WC,0.01,0,0.014,0,(null),0.012,0,0,0,0.01,0.016,0,0,0,0,0.031,0,0,0.007,0,0,0,0,0,0.07,0,0,0,0,0.008,0.008,0.028,0.126,0.154,0,0,0,0,(null),(null),0.011,0,1
NRSYON20121026,WC,0.011,0,0.014,0,(null),0.012,0,0,0,0.009,0.017,0,0,0,0,0.023,0,0,0.012,0,0,0,0,0,0.063,0,0,0,0.003,0.007,0.01,0.039,0.213,0.252,0,0,0,0,(null),(null),0.023,0,1
NRSYON20121219,WC,0.015,0,0.023,0,(null),0.007,0,0.007,0,0.012,0.025,0,0,0,0.002,0.031,0,0,0.012,0,0,0,0,0,0.095,0,0,0,0.005,0.016,0.021,0.051,0.322,0.373,0,0,0,0,(null),(null),0.035,0,1
NRSYON20130808,WC,0.009,0,0.012,0,(null),0.004,0,0,0,0.005,0.01,0,0,0,0.002,0.023,0,0,0.008,0,0,0,0,0,0.077,0,0,0,0,0.007,0.007,0.029,0.234,0.263,0,0,0,0,(null),(null),0.024,0,1
NRSYON20130912,WC,0.033,0,0.071,0,(null),0.182,0,0.01,0,0.022,0.116,0.003,0,0.004,0.004,0.049,0,0,0.044,0,0.01,0,0,0.007,0.324,0,0,0,0,0.03,0.03,0.042,2.559,2.601,0,0,0,0,(null),(null),0.252,0,1
NRSNIN20111107,WC,0.032,0,0.032,0.005,(null),0,0,0.008,0,0.029,0.027,0.005,0,0.008,0.003,0.067,0.007,0,0.018,0,0,0.007,0,0,0.086,0,0,0,0.011,0.046,0.057,0.084,0.239,0.323,0,0,0,0,(null),(null),0.026,0,1
NRSPHB20101213,WC,0.147,0,0,0.214,(null),0,0,0.04,0,0.042,0.482,0,0,0.007,0.004,0.007,0,0,0.067,0,0,0.018,0,0.012,0,0,0,0,0,0.038,0.038,0,0.851,0.851,0,0,0,0,(null),(null),0.03,0,2
NRSPHB20110717,WC,0.06,0,0.087,0,(null),0.045,0.054,0.007,0,0.03,0.224,0.012,0,0.02,0.006,0.077,0,0,0.032,0,0,0.033,0,0,0.013,0,0,0,0,0.074,0.074,0,0.775,0.775,0,0,0,0,(null),(null),0.03,0,2
NRSPHB20120212,WC,0.009,0,0.017,0.005,(null),0.017,0.034,0,0,0,0.036,0.003,0,0.009,0.001,0.008,0,0,0.003,0,0,0.003,0,0,0.046,0.004,0,0,0,0.049,0.049,0,0.246,0.246,0,0,0.061,0,(null),(null),0.01,0,2
NRSMAI20150421,WC,0.077,0,0.085,0,(null),0.018,0,0.017,0,0.042,0.058,0.009,0,0.021,0.006,0.138,0.002,0,0.025,0,0.004,0.024,0,0.003,0.012,0,0,0,0,0.08,0.08,0,0.57,0.57,0,0,0,0,(null),(null),0.02,0,0
NRSNSI20150624,WC,0.063,0,0.075,0,(null),0.108,0,0.009,0,0.041,0.165,0.003,0,0.005,0.001,0.067,0,0,0.023,0,0,0.002,0,0.002,0.028,0,0,0,0,0.018,0.018,0.022,0.39,0.412,0,0,0,0,(null),(null),0.014,0,0
NRSMAI20150811,WC,0.025,0,0.048,0,(null),0.018,0,0,0,0.041,0.084,0.009,0,0.023,0.008,0.081,0,0,0.026,0,0.003,0.008,0,0.002,0.006,0,0,0,0,0.068,0.068,0,0.452,0.452,0,0,0,0,(null),(null),0.012,0,0
NRSKAI20150629,WC,0.042,0,0.052,0,(null),0,0,0,0,0.045,0.028,0.011,0,0.027,0.007,0.097,0.003,0,0.012,0,0,0.014,0,0,0.026,0,0,0,0,0.106,0.106,0.032,0.454,0.486,0,0,0,0,(null),(null),0.022,0,0
NRSPHB20150121,WC,0.071,0,0.245,0,(null),0.128,0,0.138,0,0.045,0.356,0.015,0,0.035,0.014,0.052,0.008,0,0.065,0,0.005,0.031,0,0.008,0.023,0.005,0,0,0,0.146,0.146,0,1.392,1.392,0,0,0,0,(null),(null),0.039,0,0
NRSROT20150507,WC,0.043,0,0.048,0,(null),0.028,0,0.006,0,0.027,0.051,0.008,0,0.019,0.006,0.063,0.003,0,0.025,0,0.004,0.014,0,0.005,0.025,0,0,0,0,0.064,0.064,0.015,0.352,0.367,0,0,0,0,(null),(null),0.012,0,0
NRSYON20151027,WC,0.007,0,0.013,0,(null),0.012,0,0,0,0.008,0.014,0,0,0,0.002,0.019,0,0,0.007,0,0,0,0,0,0.067,0,0,0,0,0.006,0.006,0.036,0.091,0.127,0,0,0,0,(null),(null),0.012,0,0
NRSMAI20160303,WC,0.086,0,0.122,0,(null),0.234,0,0.026,0,0.035,0.261,0.011,0,0.023,0.011,0.109,0.005,0,0.041,0,0,0.014,0,0.004,0.009,0,0,0,0,0.064,0.064,0,0.612,0.612,0,0,0,0,(null),(null),0.019,0,0
NRSPHB20160615,WC,0.069,0,0.057,0,(null),0.092,0,0.014,0,0.026,0.132,0.006,0,0.01,0.005,0.044,0.006,0,0.016,0,0,0.011,0,0,0.015,0.003,0,0,0,0.044,0.044,0.012,0.342,0.354,0,0,0,0,(null),(null),0.015,0,0
NRSYON20160725,WC,0.008,0,0.015,0,(null),0,0,0,0,0.016,0.018,0.002,0,0.002,0.002,0.025,0,0,0.013,0,0,0.001,0,0.002,0.049,0,0,0,0,0.013,0.013,0.035,0.158,0.193,0,0,0,0,(null),(null),0.016,0,0
NRSNSI20160412,WC,0,0,0.022,0,(null),0.021,0,0,0,0.009,0.107,0,0,0,0,0.018,0,0,0.009,0,0,0,0,0,0.009,0,0,0,0,0.008,0.008,0.015,0.314,0.329,0,0,0,0,(null),(null),0.008,0,0
NRSNSI20160720,WC,0,0,0.008,0,(null),0,0,0,0,0.009,0.018,0,0,0,0,0.023,0.003,0,0.005,0,0,0,0,0,0.017,0.002,0,0,0,0.009,0.009,0.006,0.158,0.164,0,0,0,0,(null),(null),0.005,0,0
NRSNSI20160822,WC,0.045,0,0.041,0,(null),0.041,0,0,0,0.035,0.068,0.003,0,0.005,0.002,0.058,0,0,0.015,0,0,0.002,0,0.002,0.024,0,0,0,0,0.028,0.028,0.011,0.279,0.29,0,0,0,0,(null),(null),0.01,0,0
NRSNSI20160517,WC,0,0,0.007,0,(null),0,0,0,0,0.01,0.006,0,0,0,0,0.02,0,0,0.003,0,0,0,0,0,0.031,0,0,0,0,0.009,0.009,0.033,0.12,0.153,0,0,0,0,(null),(null),0.008,0,0
NRSMAI20160321,WC,0.042,0,0.055,0,(null),0.052,0,0.024,0,0.03,0.05,0.008,0,0.017,0.007,0.076,0,0,0.018,0,0,0.018,0,0,0.029,0,0,0,0,0.062,0.062,0.019,0.333,0.352,0,0,0,0,(null),(null),0.015,0,0
NRSPHB20151115,WC,0.099,0,0.158,0,(null),0.111,0.061,0.021,0,0.014,0.373,0.002,0,0.006,0.003,0.028,0.014,0,0.033,0,0,0.007,0,0,0.007,0,0,0,0,0.034,0.034,0,1.131,1.131,0,0,0,0,(null),(null),0.024,0,0
NRSROT20160223,WC,0.019,0,0.028,0,(null),0.012,0,0.005,0,0.012,0.067,0.002,0,0.005,0.003,0.027,0.004,0,0.025,0,0.001,0.001,0,0.003,0.031,0,0,0,0,0.023,0.023,0.018,0.211,0.229,0,0,0,0,(null),(null),0.009,0,0
NRSPHB20160719,WC,0.059,0,0.085,0,(null),0.038,0,0.014,0,0.042,0.132,0.012,0,0.028,0.009,0.064,0,0,0.02,0,0,0.041,0,0.002,0.02,0.005,0,0,0,0.116,0.116,0.013,0.787,0.8,0,0,0,0,(null),(null),0.031,0,0
NRSPHB20160829,WC,0.062,0,0.08,0,(null),0,0,0.016,0,0.06,0.043,0.016,0,0.041,0.011,0.109,0,0,0.017,0,0,0.019,0,0,0.006,0.003,0,0,0,0.143,0.143,0,0.573,0.573,0,0,0,0,(null),(null),0.019,0,0
NRSYON20151203,WC,0.009,0,0.015,0,(null),0.009,0,0.005,0,0.009,0.016,0.001,0,0,0.002,0.022,0.002,0,0.011,0,0.001,0,0,0.001,0.107,0,0,0,0.004,0.012,0.016,0.061,0.214,0.275,0,0,0,0,(null),(null),0.028,0,0
NRSYON20160503,WC,0.032,0,0.034,0,(null),0.047,0,0,0,0.016,0.065,0.004,0,0.009,0.005,0.07,0.005,0,0.023,0,0,0.006,0,0.003,0.074,0,0,0,0,0.039,0.039,0,0.444,0.444,0,0,0,0,(null),(null),0.026,0,0
NRSYON20150324,WC,0.009,0,0.012,0,(null),0.004,0,0,0,0.007,0.018,0,0,0,0.002,0.018,0.003,0,0.005,0,0,0,0,0,0.125,0,0,0,0.007,0.013,0.02,0.066,0.269,0.335,0,0,0,0,(null),(null),0.035,0,0
NRSYON20150825,WC,0.006,0,0.01,0,(null),0.004,0,0,0,0.008,0.01,0.001,0,0.003,0.003,0.015,0,0,0.009,0,0,0,0,0,0.057,0,0,0,0,0.013,0.013,0.044,0.096,0.14,0,0,0,0,(null),(null),0.01,0,0
NRSYON20150923,WC,0.004,0,0.011,0,(null),0.005,0,0,0,0.005,0.015,0,0,0,0.001,0.014,0,0,0.006,0,0.001,0,0,0.002,0.056,0,0,0,0,0.006,0.006,0.03,0.094,0.124,0,0,0,0,(null),(null),0.01,0,0
NRSDAR20151117,WC,0.016,0,0.064,0,(null),0.047,0,0.023,0,0,0.225,0.008,0,0.021,0.01,0.021,0,0,0.044,0,0,0.022,0,0,0.164,0,0,0,0,0.057,0.057,0,0.942,0.942,0,0,0,0,(null),(null),0.047,0,0
NRSYON20151111,WC,0.003,0,0.009,0,(null),0.006,0,0,0,0.005,0.012,0,0,0,0.002,0.014,0.002,0,0.007,0,0.001,0,0,0,0.082,0,0,0,0,0.01,0.01,0.039,0.156,0.195,0,0,0,0,(null),(null),0.02,0,0
NRSMAI20160530,WC,0.044,0,0.076,0,(null),0.072,0,0.052,0,0.026,0.078,0.013,0,0.029,0.014,0.053,0,0,0.031,0,0,0.037,0,0.003,0.009,0.003,0,0,0,0.108,0.108,0,0.582,0.582,0,0,0,0,(null),(null),0.022,0,0
NRSKAI20160223,WC,0.02,0,0.034,0,(null),0.011,0,0.014,0,0.043,0.022,0.005,0,0.011,0.002,0.047,0,0,0.006,0,0,0.005,0,0,0.026,0,0,0,0,0.041,0.041,0.023,0.239,0.262,0,0,0,0,(null),(null),0.012,0,0
NRSYON20160122,WC,0.009,0,0.02,0,(null),0.018,0,0.004,0,0.008,0.034,0.001,0,0.001,0.002,0.02,0.003,0,0.013,0,0,0,0,0.002,0.076,0,0,0,0,0.017,0.017,0.025,0.302,0.327,0,0,0,0,(null),(null),0.029,0,0
NRSYON20160321,WC,0.018,0,0.03,0,(null),0.042,0,0.005,0,0.012,0.063,0.002,0,0.002,0.002,0.043,0.004,0,0.016,0,0,0,0,0.002,0.093,0,0,0,0,0.027,0.027,0.041,0.349,0.39,0,0,0,0,(null),(null),0.024,0,0
NRSDAR20160201_2130,WC,0,0,0.068,0.042,(null),0,0,0.048,0,0,0.276,0.008,0,0.019,0.004,0.009,0,0,0.023,0,0,0.03,0,0,0.077,0,0,0,0,0.113,0.113,0,0.873,0.873,0,0,0,0,(null),(null),0.047,0,0
NRSDAR20160202_0030,WC,0,0,0.068,0.038,(null),0,0,0.041,0,0.018,0.347,0.007,0,0.019,0.004,0.02,0.027,0,0.026,0,0,0.033,0,0,0.118,0,0,0,0,0.08,0.08,0,1.097,1.097,0,0,0,0,(null),(null),0.065,0,0
NRSDAR20160202_0330,WC,0,0,0.071,0.036,(null),0,0,0.048,0,0,0.341,0.007,0,0.026,0.006,0.018,0,0,0.031,0,0,0.035,0,0,0.099,0,0,0,0,0.083,0.083,0,1.118,1.118,0,0,0,0,(null),(null),0.055,0,0
NRSNSI20151119,WC,0.025,0,0.025,0,(null),0.022,0,0,0,0.021,0.028,0.004,0,0.003,0.002,0.035,0.002,0,0.007,0,0.002,0,0,0.002,0.04,0.007,0,0,0,0.024,0.024,0.024,0.144,0.168,0,0,0,0,(null),(null),0.008,0,0
NRSDAR20150803_22:30,WC,0.025,0,0.099,0,(null),0.093,0,0,0,0.021,0.658,0.014,0,0.016,0.004,0.031,0.045,0,0.048,0,0,0,0,0,0.085,0,0,0,0,0.035,0.035,0,1.561,1.561,0,0,0,0,(null),(null),0.073,0,0
NRSKAI20151116,WC,0.138,0,0.192,0,(null),0.098,0.058,0.039,0,0.052,0.296,0.013,0,0.045,0.007,0.209,0,0,0.075,0,0.007,0.013,0,0.021,0.019,0,0,0,0,0.132,0.132,0,1.082,1.082,0,0,0,0,(null),(null),0.039,0,0
NRSYON20150601,WC,0.007,0,0.013,0,(null),0,0,0,0,0.008,0.018,0,0,0.002,0.001,0.019,0.002,0,0.003,0,0,0,0,0,0.09,0,0,0,0.005,0.02,0.025,0.047,0.182,0.229,0,0,0,0,(null),(null),0.019,0,0
NRSNSI20150731,WC,0.025,0,0.039,0,(null),0.025,0,0.007,0,0.032,0.043,0.003,0,0.004,0.002,0.055,0.004,0,0.011,0,0,0,0,0,0.036,0,0,0,0,0.025,0.025,0.028,0.234,0.262,0,0,0,0,(null),(null),0.009,0,0
NRSMAI20151118,WC,0.105,0,0.257,0,(null),0.236,0.051,0.023,0,0.019,0.723,0.004,0,0.007,0.004,0.046,0,0,0.101,0,0,0,0,0.013,0.003,0,0,0,0,0.018,0.018,0,1.498,1.498,0,0,0,0,(null),(null),0.033,0,0
NRSNSI20151027,WC,0.071,0,0.107,0,(null),0.146,0,0.007,0,0.026,0.24,0.005,0,0.007,0.002,0.062,0,0,0.031,0,0.003,0.002,0,0.003,0.038,0.006,0,0,0,0.025,0.025,0.024,0.499,0.523,0,0,0,0,(null),(null),0.015,0,0
NRSPHB20150723,WC,0.033,0,0.063,0,(null),0.02,0,0.013,0,0.025,0.049,0.008,0,0.02,0.005,0.062,0.002,0,0.014,0,0,0.035,0,0,0.011,0,0,0,0,0.076,0.076,0,0.462,0.462,0,0,0,0,(null),(null),0.015,0,0
NRSMAI20151001,WC,0.182,0,0.271,0,(null),0.103,0,0.105,0,0.055,0.244,0.024,0,0.075,0.023,0.262,0,0,0.144,0,0,0.056,0,0.014,0.007,0.005,0,0,0,0.249,0.249,0,1.617,1.617,0,0,0,0,(null),(null),0.049,0,0
NRSYON20150430,WC,0.015,0,0.021,0,(null),0.015,0,0,0,0.011,0.016,0,0,0,0.001,0.029,0,0,0.007,0,0,0,0,0,0.072,0,0,0,0,0.012,0.012,0.024,0.187,0.211,0,0,0,0,(null),(null),0.015,0,0
NRSPHB20150630,WC,0.056,0,0.058,0,(null),0.027,0,0.008,0,0.05,0.079,0.005,0,0.016,0.004,0.091,0,0,0.017,0,0.002,0.012,0,0,0.016,0,0,0,0,0.043,0.043,0,0.395,0.395,0,0,0,0,(null),(null),0.014,0,0
NRSYON20150804,WC,0.005,0,0.012,0,(null),0.007,0,0,0,0.005,0.007,0,0,0,0.002,0.011,0,0,0.004,0,0,0,0,0,0.05,0,0,0,0,0,0,0.033,0.059,0.092,0,0,0,0,(null),(null),0.007,0,0
NRSMAI20160209,WC,0.031,0,0.061,0,(null),0.019,0,0.003,0,0.015,0.072,0.017,0,0.051,0.014,0.041,0.004,0,0.015,0,0.003,0.019,0,0,0.057,0,0,0,0,0.173,0.173,0.021,0.549,0.57,0,0,0,0,(null),(null),0.029,0,0
NRSYON20150618,WC,0.006,0,0.013,0,(null),0,0,0,0,0.006,0.019,0,0,0,0.001,0.019,0,0,0.005,0,0,0,0,0,0.053,0,0,0,0,0.013,0.013,0.02,0.283,0.303,0,0,0,0,(null),(null),0.018,0,0
NRSNSI20150817,WC,0.027,0,0.055,0,(null),0.093,0,0.007,0,0.023,0.119,0.004,0,0.004,0.002,0.038,0,0,0.015,0,0,0,0,0,0.02,0.003,0,0,0,0.024,0.024,0.009,0.272,0.281,0,0,0,0,(null),(null),0.011,0,0
NRSNSI20150907,WC,0.077,0,0.092,0,(null),0.1,0.068,0.004,0,0.034,0.176,0.007,0,0.005,0.003,0.067,0.004,0,0.024,0,0.004,0,0,0.003,0.017,0.01,0,0,0,0.049,0.049,0.011,0.458,0.469,0,0,0,0,(null),(null),0.012,0,0
NRSKAI20160525,WC,0.053,0,0.07,0,(null),0.007,0,0.028,0,0.063,0.04,0.008,0,0.014,0.004,0.087,0,0,0.016,0,0,0.02,0,0.004,0.028,0.003,0,0,0,0.09,0.09,0.035,0.473,0.508,0,0,0,0,(null),(null),0.025,0,0
NRSPHB20150819,WC,0.062,0,0.095,0,(null),0.023,0,0.01,0,0.035,0.137,0.005,0,0.011,0.003,0.062,0.005,0,0.025,0,0.005,0.045,0,0.003,0.017,0,0,0,0,0.04,0.04,0.012,0.769,0.781,0,0,0,0,(null),(null),0.026,0,0
NRSKAI20150909,WC,0.021,0,0.064,0,(null),0.023,0,0.01,0,0.025,0.02,0.013,0,0.034,0.01,0.073,0.003,0,0.016,0,0.006,0.01,0,0.005,0.019,0.003,0,0,0,0.107,0.107,0.012,0.396,0.408,0,0,0,0,(null),(null),0.018,0,0
NRSDAR20150803_19:32,WC,0.031,0,0.067,0,(null),0.054,0,0,0,0,0.294,0,0,0.01,0.002,0.027,0.018,0,0.031,0,0,0.006,0,0,0.069,0,0,0,0,0.03,0.03,0,0.777,0.777,0,0,0,0,(null),(null),0.043,0,0
NRSDAR20150804_01:30,WC,0,0,0.067,0,(null),0.052,0,0,0,0,0.326,0,0,0.013,0.004,0.021,0.01,0,0.039,0,0,0,0,0,0.056,0,0,0,0,0.04,0.04,0,0.809,0.809,0,0,0,0,(null),(null),0.03,0,0
NRSDAR20150804_04:30,WC,0.025,0,0.096,0,(null),0.063,0,0,0,0,0.439,0,0,0.013,0.006,0.027,0.023,0,0.041,0,0,0.012,0,0,0.088,0,0,0,0,0.023,0.023,0,1.13,1.13,0,0,0,0,(null),(null),0.052,0,0
NRSMAI20151216,WC,0.023,0,0.055,0,(null),0.01,0,0.011,0,0.01,0.041,0.01,0,0.03,0.01,0.033,0.004,0,0.016,0,0.005,0.018,0,0.003,0.034,0,0,0,0,0.105,0.105,0,0.378,0.378,0,0,0,0,(null),(null),0.018,0,0
NRSPHB20160201,WC,0.025,0,0.041,0,(null),0.015,0,0.016,0,0.018,0.048,0.011,0,0.013,0.005,0.04,0.005,0,0.011,0,0,0.014,0,0,0.071,0.013,0,0,0,0.077,0.077,0.03,0.425,0.455,0,0,0,0,(null),(null),0.029,0,0
NRSMAI20160720,WC,0.024,0,0.038,0,(null),0,0,0.009,0,0.022,0.062,0.008,0,0.019,0.008,0.041,0,0,0.019,0,0,0.012,0,0,0.006,0,0,0,0,0.068,0.068,0.004,0.341,0.345,0,0,0,0,(null),(null),0.013,0,0
NRSPHB20160229,WC,0.129,0,0.133,0,(null),0.363,0.062,0,0,0.01,0.545,0.015,0,0.007,0.014,0.022,0.01,0,0.042,0,0,0.006,0,0.006,0.012,0.03,0,0,0,0.031,0.031,0,0.779,0.779,0,0,0,0,(null),(null),0.027,0,0
NRSPHB20160407,WC,0.084,0,0.077,0,(null),0.075,0,0,0,0.047,0.199,0.012,0,0.016,0.009,0.082,0.01,0,0.026,0,0,0.005,0,0,0.014,0.014,0,0,0,0.078,0.078,0.012,0.63,0.642,0,0,0,0,(null),(null),0.024,0,0
NRSPHB20160502,WC,0.052,0,0.057,0,(null),0,0,0,0,0.045,0.054,0.021,0,0.026,0.018,0.079,0.004,0,0.019,0,0.003,0.018,0,0,0.048,0.025,0,0,0,0.137,0.137,0.026,0.58,0.606,0,0,0,0,(null),(null),0.034,0,0
NRSYON20160601,WC,0.03,0,0.03,0,(null),0.011,0,0,0,0.025,0.041,0.002,0,0.002,0.002,0.067,0,0,0.013,0,0,0.003,0,0.002,0.024,0,0,0,0,0.028,0.028,0.009,0.255,0.264,0,0,0,0,(null),(null),0.01,0,0
NRSYON20160624,WC,0.01,0,0.022,0,(null),0,0,0.003,0,0.017,0.027,0.002,0,0.003,0.002,0.049,0,0,0.012,0,0,0.005,0,0.001,0.044,0,0,0,0,0.026,0.026,0.013,0.272,0.285,0,0,0,0,(null),(null),0.014,0,0
NRSROT20160324,WC,0.031,0,0.032,0,(null),0.015,0,0.006,0,0.033,0.029,0.003,0,0.009,0.005,0.062,0,0,0.018,0,0,0.005,0,0.003,0.022,0,0,0,0,0.032,0.032,0.019,0.197,0.216,0,0,0,0,(null),(null),0.009,0,0
NRSROT20151022,WC,0.016,0,0.028,0,(null),0.009,0,0.007,0,0.02,0.021,0.006,0,0.018,0.008,0.048,0.004,0,0.018,0,0.003,0.01,0,0.004,0.015,0,0,0,0,0.057,0.057,0.012,0.272,0.284,0,0,0,0,(null),(null),0.012,0,0
NRSYON20160215,WC,0.006,0,0.014,0,(null),0.041,0,0.005,0,0.005,0.015,0.003,0,0,0.003,0.016,0,0,0.008,0,0,0,0,0,0.064,0.003,0,0,0,0.031,0.031,0.008,0.182,0.19,0,0,0,0,(null),(null),0.014,0,0
NRSDAR20160202_0630,WC,0.015,0,0.078,0.045,(null),0,0,0.016,0,0,0.332,0.006,0,0.027,0.006,0.016,0,0,0.028,0,0,0.034,0,0,0.086,0,0,0,0,0.094,0.094,0,1.079,1.079,0,0,0,0,(null),(null),0.047,0,0
NRSMAI20160630,WC,0.022,0,0.044,0,(null),0,0,0.012,0,0.023,0.056,0.01,0,0.028,0.009,0.041,0,0,0.013,0,0,0.016,0,0,0.007,0,0,0,0,0.092,0.092,0.005,0.378,0.383,0,0,0,0,(null),(null),0.012,0,0
NRSDAR20160530,WC,0.025,0,0.075,0.028,(null),0,0,0,0,0,0.244,0,0,0.014,0,0.019,0,0,0.024,0,0,0.026,0,0,0.098,0,0,0,0,0.051,0.051,0,0.853,0.853,0,0,0,0,(null),(null),0.045,0,0
NRSNSI20160623,WC,0,0,0.02,0,(null),0.025,0,0,0,0.011,0.085,0,0,0,0,0.021,0,0,0.008,0,0,0,0,0,0.015,0,0,0,0,0.006,0.006,0.03,0.256,0.286,0,0,0,0,(null),(null),0.011,0,0
NRSROT20150827,WC,0.025,0,0.036,0,(null),0.03,0,0,0,0.023,0.055,0.006,0,0.015,0.004,0.049,0,0,0.02,0,0.003,0.008,0,0.005,0.041,0.002,0,0,0,0.049,0.049,0.014,0.287,0.301,0,0,0,0,(null),(null),0.014,0,0
NRSROT20150924,WC,0.013,0,0.021,0,(null),0.006,0,0.007,0,0.012,0.023,0.004,0,0.01,0.005,0.033,0,0,0.016,0,0.001,0.003,0,0.002,0.031,0,0,0,0,0.032,0.032,0.024,0.171,0.195,0,0,0,0,(null),(null),0.009,0,0
